[CharacterID],[ProfileMapId],[FirstName],[LastName],[Codename],[Gender],[Age],[DOB_Day],[DOB_Month],[DOB_Year],[Height],[NationalityId],[RaceId],[Timeline],[TitleId],[ArchetypeId],[TeamId],[Description]
CHR0189,PR0189,Burielle,Tarjim,,Male,24,2,8,1993,175 cm,Nation07,Race01,Present,,Good,,Non
CHR0190,PR0190,Luba,Ryazan,,Male,24,18,8,1993,192 cm,Nation07,Race01,Present,,Good,,Non
CHR0191,PR0191,Erika,Wuja,,Female,42,20,5,1975,169 cm,Nation07,Race03,Past,Scientist,Bad,,Scientist involved in the Research
CHR0192,PR0192,Diamante,Frock,,Male,42,23,8,1975,195 cm,Nation07,Race05,Past,Scientist,Bad,,Scientist involved in the Research
CHR0193,PR0193,Dr Canary,Taovolt,,Female,38,11,6,1979,161 cm,Nation07,Race01,Past,Scientist,Bad,,Doctor of captive Rivelians. Helps Geshern's plan to save the lost children
CHR0194,PR0194,Channon,Finch,,Male,40,29,4,1977,189 cm,Nation07,Race01,Past,Bronze Guard,Bad,,Guard of exile camp
CHR0195,PR0195,Scott,Ricks,,Male,27,17,11,1990,178 cm,Nation07,Race01,Past,Bronze Guard,Bad,,Guard of exile camp
CHR0196,PR0196,Lucas,Nova,,Male,57,14,12,1960,183 cm,Nation08,Race02,Past,,Neutral,,Non
CHR0197,PR0197,Sundeulon,AlvenPort,,Male,26,11,9,1991,181 cm,Nation08,Race03,Present,MercenaryMostWanted,Bad,Team17,SunOverLord and leader of 7Days. Original name is Lyoctis. First Sundeulon to pardon his rival. Sat on the Freiya seat until ussurping the previous Sundeulon who wanted to harm Coral 2 years ago
CHR0198,PR0198,Coral,AlvenPort,,Male,16,1,1,2001,174 cm,Nation08,Race03,Present,MercenaryMostWanted,Bad,Team17,Sundeulon Younger Brother. The previous Sundeulon grew jealous of Lyoctis and wanted to use Coral to get to him. Lyoctis faced and killed him then contested against Kronos for the seat and pardoned her.
CHR0199,PR0199,Dohmanus-Moon,Day,,Male,33,8,9,1984,179 cm,Nation08,Race03,Present,MercenaryMostWanted,Bad,Team10,MondayPrince. Close ally to Imrhav yet did not assist in the Usurp accord. Kept his seat without contest.
CHR0200,PR0200,Die-Tui-Ares,Day,,Female,27,25,9,1990,163 cm,Nation08,Race03,Present,MercenaryMostWanted,Bad,Team10,TuesdayPrime. After Imrhav who was the first to fall under the usurp accord was killed by Lyoctis, Ares won the seat by contest
CHR0201,PR0201,Daig-Wegnes,Day,,Male,29,29,3,1988,176 cm,Nation08,Race03,Present,MercenaryMostWanted,Bad,Team10,WednesdayNoble. Did not join in Lyoctis quest to usurp the previous Sundeulon, Vengha and Imrhav. Won the seat by contest
CHR0202,PR0202,Thors-Deag,Day,,Male,25,2,6,1992,178 cm,Nation08,Race03,Present,MercenaryMostWanted,Bad,Team10,ThursdayHerald. Deag won the seat by contest killing the original Thors-Vengha during the ussurp accord. Brave yet cocky man and latest recruittee of the 7 days guild
CHR0203,PR0203,Dibas-Freiya,Day,,Male,28,29,5,1989,191 cm,Nation08,Race03,Present,MercenaryMostWanted,Bad,Team10,FridayNoble. Lost his Maysha seat in content after defeat to Kronos and was pardoned. Kronos who was pardoned had earlier lost to Sundeulon. Did not contest for the vacant Sundeulon seat.
CHR0204,PR0204,Kronos-Maysha,Day,,Female,27,1,11,1990,150 cm,Nation08,Race07,Present,MercenaryMostWanted,Bad,Team10,SaturdayLord. 1st participant to survive a Sundeulon contest. Won the seat after victory over Dias-Freiya. She is also a Yommine of Fire and the strongest Yommine.
CHR0205,PR0205,Gene,Kadaratti,,Female,24,11,10,1993,168 cm,Nation08,Race03,Present,MercenaryMostWanted,Neutral,Team20,Leader of PrimeLord. Tasked to take down 7Days
CHR0206,PR0206,Doulos-Lova,Day,,Male,26,10,1,1991,183 cm,Nation08,Race03,Present,MercenaryMostWanted,Neutral,Team20,Member of PrimeLord tasked to take down 7Days
CHR0207,PR0207,Doulos-Mexes,Day,,Male,26,10,3,1991,176 cm,Nation08,Race03,Present,MercenaryMostWanted,Neutral,Team20,Member of PrimeLord tasked to take down 7Days
CHR0208,PR0208,Doulos-Gygax,Day,,Male,25,11,7,1992,186 cm,Nation08,Race03,Present,MercenaryMostWanted,Neutral,Team20,Member of PrimeLord tasked to take down 7Days
CHR0209,PR0209,Ishyavelle,Khermani,,Female,36,10,11,1981,155 cm,Nation08,Race03,Present,Ruler,Bad,,18th Generation Queen of Gheruddia. Rival Nation to Rivelia
CHR0210,PR0210,Doulos-V,Lomini,,Male,31,19,2,1986,190 cm,Nation08,Race03,Present,RoyalGuard,Bad,,Royal Guard of Gheruddia
CHR0211,PR0211,Doulos-M,Torekmini,,Male,44,17,2,1973,182 cm,Nation08,Race03,Present,RoyalGuard,Bad,,Royal Guard of Gheruddia
CHR0212,PR0212,Doulos-P,Aghini,,Male,38,11,4,1979,172 cm,Nation08,Race03,Present,RoyalGuard,Bad,,Royal Guard of Gheruddia
CHR0213,PR0213,Doulos-K,Marutini,,Female,23,16,8,1994,144 cm,Nation08,Race03,Present,RoyalGuard,Bad,,Royal Guard of Gheruddia
CHR0214,PR0214,Dior,Maverick,,Female,33,21,2,1984,149 cm,Nation08,Race03,Present,Mercenary2star,Neutral,Team08,Leader of the Plaque Sisters
CHR0215,PR0215,Jonique,Maverick,,Female,28,19,1,1989,163 cm,Nation08,Race03,Present,Mercenary2star,Neutral,Team08,Member of the Plaque Sisters
CHR0216,PR0216,Trina,Maverick,,Female,30,5,7,1987,157 cm,Nation08,Race03,Present,Mercenary2star,Neutral,Team08,Member of the Plaque Sisters
CHR0217,PR0217,Tiffany,Morwitz,,Female,22,29,2,1995,165 cm,Nation08,Race04,Present,,Bad,,Non
CHR0218,PR0218,Tristia,Forge,,Female,16,15,7,2001,162 cm,Nation08,Race03,Present,Guard,Bad,Team17,Sundeulon Personal Guard
CHR0219,PR0219,Anton,Cavani,,Male,53,1,7,1964,170 cm,Nation09,Race02,Present,,Neutral,,Non
CHR0220,PR0220,Kirzhonn,Maximo,,Male,31,1,5,1986,172 cm,Nation09,Race04,Present,,Neutral,,Non
CHR0221,PR0221,Laservy,Rott,,Male,28,26,5,1989,183 cm,Nation09,Race04,Present,,Neutral,,Non
CHR0222,PR0222,Dyrdirak,Waltz,,Male,52,25,12,1965,218 cm,Nation09,Race04,Present,Ruler,Bad,,18th King of Edoma and Final Boss
CHR0223,PR0223,Syla,Waltz,,Male,24,23,5,1993,184 cm,Nation09,Race04,Present,RoyalHouse,Neutral,,Son of Dirdirak. He was King Heir to his father's throne until the accident which led to his partner losing their child. He lost control and was banished. He lived the rest of his life in exile.
CHR0224,PR0224,Kissandria,Florence,,Female,22,20,7,1995,175 cm,Nation09,Race04,Present,RoyalHouse,Neutral,,Syla's pregnant partner who lost her child and sent Syla to Exile after his rampage
CHR0225,PR0225,RayDoth Khan,Noon,,Male,40,12,2,1977,189 cm,Nation09,Race04,Present,RoyalGuard,Neutral,,Royal Guard of Edoma
CHR0226,PR0226,RayDoth Khalim,Noon,,Male,40,12,8,1977,171 cm,Nation09,Race04,Present,RoyalGuard,Neutral,,Royal Guard of Edoma
CHR0227,PR0227,RayDoth Oghis,Noon,,Male,40,31,4,1977,178 cm,Nation09,Race04,Present,RoyalGuard,Neutral,,Royal Guard of Edoma
CHR0228,PR0228,RayDoth Milano,Noon,,Male,40,17,8,1977,193 cm,Nation09,Race04,Present,RoyalGuard,Neutral,,Royal Guard of Edoma
CHR0229,PR0229,Dr Lykryshia,Yeolle,,Female,42,15,8,1975,176 cm,Nation09,Race04,Past,NPC,Neutral,,Scientist in charge of the V12 Superdrug. She dies after an accident with Castrien and is replaced by Gashern.
CHR0230,PR0230,Fable,Pogerritz,,Male,24,30,3,1993,182 cm,Nation09,Rank05,Present,Security,Good,Team05,Jordan's Team in Edoma
CHR0231,PR0231,Sable,Lorden,,Female,23,28,2,1994,175 cm,Nation09,Rank05,Present,Security,Good,Team05,Jordan's Team in Edoma
CHR0232,PR0232,Traviolaidis,Waltz,,Male,57,17,10,1960,183 cm,Nation09,Race04,Past,Ruler,Bad,,17th King of Edoma and Vastiens adversary. He is the SynthHume who after an error went on a rampage and boosted his strength far beyond his creators expectation. He then conquered his Kingdom.
CHR0233,PR0233,Rhiannon,Waltz,,Female,36,13,1,1981,150 cm,Nation09,Race04,Past,RoyalHouse,Bad,,17th Queen of Edoma and Mother to Dyrdirak
CHR0234,PR0234,Zyana,Waltz,,Female,45,13,1,1972,173 cm,Nation09,Race04,Present,RoyalHouse,Neutral,,Queen of Edoma and Syla's mom. 18th Queen of Edoma
CHR0235,PR0235,Timothy,Ropeg,,Male,16,7,8,2001,186 cm,Nation09,Race04,Present,,Bad,,1st Heir to the Edoma 18th seat Throne. Not by blood but by strenth
CHR0236,PR0236,Victor,Dulop,,Male,13,5,4,2004,187 cm,Nation09,Race04,Present,,Bad,,2nd Heir to the Edoma 18th seat Throne. Not by blood but by strenth
CHR0237,PR0237,Ianspargol,Fluizz,,Male,36,21,2,1981,178 cm,Nation09,Race04,Past,King Guard,Bad,,Edoma King Guard
CHR0238,PR0238,Benjy,Lowgy,,Male,31,26,9,1986,174 cm,Nation09,Race04,Past,King Guard,Bad,,Edoma King Guard
CHR0239,PR0239,Ishmarr,Learings,,Female,33,2,6,1984,160 cm,Nation09,Race04,Past,King Guard,Bad,,Edoma King Guard
CHR0240,PR0240,Nexus,Owens,,Male,28,21,1,1989,192 cm,Nation10,Race03,Present,Mercenary5star,Bad,Team19,Southern Blue Rebel
CHR0241,PR0241,Dorathia,Lieumme,,Female,24,12,10,1993,173 cm,Nation10,Race03,Present,Mercenary4star,Bad,Team19,Her father helped Nexus when he was younger. She joined his team as a way of him protecting her.
CHR0242,PR0242,Vug,Valowski,,Male,25,9,4,1992,192 cm,Nation10,Race03,Present,Mercenary4star,Neutral,Team12,Brotherhood Team of Space Bounty Hunters
CHR0243,PR0243,Yug,Valowski,,Male,25,17,10,1992,182 cm,Nation10,Race03,Present,Mercenary4star,Neutral,Team12,Brotherhood Team of Space Bounty Hunters
CHR0244,PR0244,Newton,Lancaster,,Male,6,25,5,2011,178 cm,Nation10,Race05,Present,,Neutral,,Non
CHR0245,PR0245,Emmillia,Holland,,Female,35,4,9,1982,159 cm,Nation11,Race05,Present,Ruler,Neutral,,88th Primmerre of Kimo. The 87th created the Edoma cascade plan and he created the Cebereyal project.
CHR0246,PR0246,Symphony,Lockheart,,Female,24,4,11,1993,177 cm,Nation11,Race05,Present,General,Neutral,,Chief Advisor of Kimo Primmerre. Ordered the execution of the lost children and lost her life during the escape. Highest ranking General of the Kingdom of Kimo
CHR0247,PR0247,Protreas,Greenberg,,Male,48,29,1,1969,193 cm,Nation12,Race05,Present,Ruler,Bad,,55th Prime of Agla. He plans to war against Kimo
CHR0248,PR0248,Lukyong,Chambers,,Male,43,25,6,1974,172 cm,Nation12,Race05,Present,General,Bad,,General of Space force of the Kingdom of Agla
CHR0249,PR0249,Torosen,Bale,,Male,41,31,6,1976,181 cm,Nation12,Race05,Present,,Bad,,Non
CHR0250,PR0250,Solomon,Kerner,,Male,34,30,9,1983,178 cm,Nation12,Race05,Present,,Bad,,Non
CHR0251,PR0251,Guillaine,Ducasse,,Female,27,21,12,1990,156 cm,Nation12,Race05,Present,,Bad,,Non
CHR0252,PR0252,Kholladden,Bronco,,Male,26,9,4,1991,186 cm,Nation11,Race04,Present,Bronze Guard,Bad,,Captain of Bronze Guards. A SynthHume
CHR0253,PR0253,Ransonne,Silva,,Male,25,11,2,1992,184 cm,Nation11,Race04,Present,Silver Guard,Bad,,Captain of Silver Guards. A SynthHume
CHR0254,PR0254,Gabreillia,Lovincki,,Female,25,16,3,1992,177 cm,Nation11,Race04,Future,Golden Guard,Bad,,Captain of Golden Guards. A SynthHume and she was kept pure by Primmerre until she lost to Nikolix and was offered as a prize
CHR0255,PR0255,Vardez,Halo,,Male,32,27,1,1985,180 cm,Nation11,Race04,Future,Golden Guard,Bad,,Exemplar and Cebereyal Guard. A SynthHume
CHR0256,PR0256,Riyad,Halo,,Male,29,12,6,1988,181 cm,Nation21,Race04,Future,Golden Guard,Bad,,Exemplar and Cebereyal Guard. A SynthHume
CHR0257,PR0257,Mikheleo,Oyanga,,Male,30,4,8,1987,182 cm,Nation21,Race04,Future,Halo Guard,Bad,,Exemplar and Cebereyal Guard. Cebereyal Prestige and Gabreillia's successor after she was defeated by Nikolix. A SynthHume
CHR0258,PR0258,Browden,Maverichi,,Male,28,10,11,1988,179 cm,Nation02,Race01,Present,Covet Missions,Good,,Lynstra Apprentice. On mission until recalled at very end
CHR0259,PR0259,Vallearys,Bicnov,,Female,26,3,6,1990,179 cm,Nation02,Race07,Present,Covet Missions,Good,,Lynstra Apprentice. Also a Yommine of Lightning. On mission until recalled at very end
CHR0260,PR0260,Matteta,Kalejo,,Female,20,20,1,1996,163 cm,Nation19,Race07,Present,Ruler,Neutral,,Queen of Dismura. Also a Yommine of Ice
CHR0261,PR0261,Steffanio,Delgrajo,,Male,23,22,7,1993,180 cm,Nation02,Race01,Future,Space Pirate,Good,Team26,Member of Team Bandit Boys. Cook in the team
CHR0262,PR0262,Rekpo,Rannusi,,Male,27,17,10,1989,183 cm,Nation02,Race01,Future,Space Pirate,Good,Team26,Member of Team Bandit Boys. Father of the team.
CHR0263,PR0263,Nikolix,Omrachu,,Male,25,24,10,1991,182 cm,Nation02,Race01,Future,Space Pirate,Good,Team26,Leader of Bandit Boys. Rivelian who battled an won against a Golden Guard. Won her at contest and she became his companion. Also won the Amido Space X speedster
CHR0264,PR0264,Bibiana,Hartfield,,Female,26,18,3,1990,178 cm,Nation02,Race01,Future,Space Pirate,Good,Team26,Member of Team Bandit Boys. Pilot of the Amido Space X
CHR0265,PR0265,Jurgen,Hartfield,,Male,27,12,9,1990,184 cm,Nation20,Race02,Present,Exiled,Bad,,Main Antagonist of the Future series. He is of Lystra Level
CHR0266,PR0266,Petra,Dynakov,,Male,23,13,4,1994,170 cm,Nation02,Race01,Present,Student,Good,,Head of Student Council
CHR0267,PR0267,Nycia,Adelgun,,Female,26,6,7,1991,165 cm,Nation22,Race02,Present,Spy,Good,Team05,Member of Team Jordan. Team Caster
CHR0268,PR0268,Ejiroba,Batunday,,Male,28,30,4,1989,183 cm,Nation23,Race03,Present,Spy,Good,Team05,Member of Team Jordan. Team's Melee Stealther
CHR0269,PR0269,Mihaa,Averico,,Female,21,27,12,1996,167 cm,Nation02,Race01,Present,Student,Good,,Elfenheim School Representative
CHR0270,PR0270,Bodean,Kayle,,Male,22,18,12,1995,180 cm,Nation02,Race01,Present,Student,Neutral,,Elfenheim School Decorated Military Artist
CHR0271,PR0271,Elessia,Mjara,,Female,20,28,6,1997,171 cm,Nation02,Race01,Present,Student,Good,,Elfenheim Class Representative
CHR0272,PR0272,Phoena,Monirbe,,Female,24,20,11,1993,152 cm,Nation14,Race01,Present,,Neutral,Team27,Judge
CHR0273,PR0273,Kieser,Banji,,Male,26,31,9,1991,184 cm,Nation14,Race01,Present,,Neutral,Team27,Judge
CHR0274,PR0274,Ebijah,Ramaraldan,,Male,32,4,1,1985,184 cm,Nation14,Race01,Present,,Neutral,Team27,Judge
CHR0275,PR0275,Amal,Ramaraldan,,Male,28,13,8,1989,176 cm,Nation14,Race01,Present,,Neutral,Team27,Judge
CHR0276,PR0276,Tearria,Pekorat,,Female,26,18,12,1991,169 cm,Nation14,Race01,Present,,Neutral,Team27,Judge
CHR0277,PR0277,Vlasde,Jgrue,,Male,27,25,7,1990,177 cm,Nation14,Race01,Present,,Neutral,Team27,Judge
CHR0278,PR0278,Joist,Gobaban,,Male,24,15,12,1993,181 cm,Nation14,Race01,Present,,Neutral,Team27,Judge
CHR0279,PR0279,Trovan,Makarazzlyu,,Male,33,6,10,1984,177 cm,Nation14,Race01,Present,,Neutral,Team27,Judge
CHR0280,PR0280,Swane,Derricyhe,,Male,32,15,7,1985,179 cm,Nation14,Race01,Present,,Neutral,Team27,Executioner
CHR0281,PR0281,Irvinos,Quipal,,Male,30,18,6,1987,180 cm,Nation14,Race01,Present,,Neutral,Team27,Executioner
CHR0282,PR0282,Roes,Forxtren,,Male,27,8,8,1990,184 cm,Nation14,Race01,Present,,Neutral,Team27,Executioner
CHR0283,PR0283,Dhaena,Bigelle,,Female,25,18,7,1992,170 cm,Nation14,Race01,Present,,Neutral,Team27,Executioner
CHR0284,PR0284,Jahamas,Nogorio,,Male,26,1,12,1991,181 cm,Nation14,Race01,Present,,Neutral,Team27,Executioner
CHR0285,PR0285,Luvvy,Maxxian,,Male,27,30,12,1990,181 cm,Nation14,Race01,Present,,Neutral,Team27,Executioner
CHR0286,PR0286,Urich,Allbright,,Male,28,16,9,1989,176 cm,Nation14,Race01,Present,,Neutral,Team27,Executioner
CHR0287,PR0287,Lyewin,Shrep,,Male,29,17,2,1988,183 cm,Nation14,Race01,Present,,Neutral,Team27,Executioner
CHR0288,PR0288,Ulmacia,Wenter,,Female,28,15,7,1989,169 cm,Nation23,Race07,Present,,Neutral,,XXXX. Also a Yommine of XXX
CHR0289,PR0289,Xeo,Masderry,,Female,18,21,12,1999,156 cm,Nation24,Race07,Present,,Neutral,,XXXX. Also a Yommine of XXX
CHR0290,PR0290,Giselle,Lorquist,,Female,20,26,6,1997,159 cm,Nation20,Race01,Future,,Good,Team28,Crown Princess
CHR0291,PR0291,Mandreri,Oxlog,,Male,33,10,7,1984,176 cm,Nation20,Race01,Future,,Good,Team28,Giselle's Guardian
CHR0292,PR0292,Nyles,Lupoend,,Male,24,4,1,1993,184 cm,Nation20,Race01,Present,,Neutral,,Giselle's Guardian
CHR0293,PR0293,Sauvaris,Haitzel,,Male,28,12,2,1989,182 cm,Nation20,Race01,Present,,Neutral,,Giselle's Guardian
CHR0294,PR0294,Rexha,Tibeitte,,Male,29,31,5,1988,182 cm,Nation24,Race01,Present,,Neutral,,Crown Prince of Planet Sharazzan
CHR0295,PR0295,Djouru,Filica,,Male,32,25,10,1985,181 cm,Nation24,Race01,Present,,Neutral,,Royal Dignitary
CHR0296,PR0296,Hartavilyes,Justade,,Male,34,28,12,1983,184 cm,Nation24,Race01,Present,,Neutral,,Royal Dignitary
CHR0297,PR0297,Amshara,Waiylun,,Female,25,29,1,1992,152 cm,Nation24,Race01,Present,,Neutral,,Planet Sharazzan's champion. Spear weilder specialist
CHR0298,PR0298,Karjar,Haxsby,,Male,26,26,9,1991,183 cm,Nation24,Race01,Present,,Neutral,,Amshara's Guard
CHR0299,PR0299,Khelani,Gallard,,Female,22,4,12,1995,160 cm,Nation24,Race01,Present,,Neutral,,Amshara's Guide
CHR0300,PR0300,Brecel,Truasen,,Male,27,16,2,1990,182 cm,Nation18,Race05,Present,,Bad,,Rouge Law Enforcer
CHR0301,PR0301,Claudeanette,Saulbacj,,Female,26,13,8,1991,171 cm,Nation16,Race02,Present,,Neutral,,Kseniya's Guide
CHR0302,PR0302,Kseniya,Eyiolyer,Saw dust Queen,Female,24,9,8,1993,168 cm,Nation16,Race02,Present,,Neutral,,Adventurous Noble - bounty huntress
